t_s,dev,v1,v2,v3
0.2050,disk0,932878310461440,2102080137,12874906938925935
0.2050,disk0w,2189653643264,19773131,1285399615962
0.2050,disk4,4729358190592,9551700,61340116910235
0.2050,disk4w,2195456,171,27582691
0.2050,disk8,5212120803328,5258494,54187892779492
0.2050,disk8w,334700544,43690,2181788328
0.2050,disk6,8429699209216,13818241,127889429583770
0.2050,disk6w,380928,53,8067940
0.2050,ram,65852456960,5235933184,283113
0.2050,cpu,15781167,22569372,541877724
0.2050,gpu,0,0,0
0.4050,disk0,932878310461440,2102080137,12874906938925935
0.4050,disk0w,2189653643264,19773131,1285399615962
0.4050,disk4,4729358190592,9551700,61340116910235
0.4050,disk4w,2195456,171,27582691
0.4050,disk8,5212120803328,5258494,54187892779492
0.4050,disk8w,334700544,43690,2181788328
0.4050,disk6,8429699209216,13818241,127889429583770
0.4050,disk6w,380928,53,8067940
0.4050,ram,65852456960,5235933184,283113
0.4050,cpu,15781167,22569372,541877724
0.4050,gpu,0,0,0
0.6050,disk0,932878310506496,2102080142,12874906940226267
0.6050,disk0w,2189653643264,19773131,1285399615962
0.6050,disk4,4729358190592,9551700,61340116910235
0.6050,disk4w,2195456,171,27582691
0.6050,disk8,5212120803328,5258494,54187892779492
0.6050,disk8w,334700544,43690,2181788328
0.6050,disk6,8429699209216,13818241,127889429583770
0.6050,disk6w,380928,53,8067940
0.6050,ram,65852456960,5235933184,283113
0.6050,cpu,15781167,22569372,541877724
0.6050,gpu,0,0,0
0.8050,disk0,932878310506496,2102080142,12874906940226267
0.8050,disk0w,2189653643264,19773131,1285399615962
0.8050,disk4,4729358190592,9551700,61340116910235
0.8050,disk4w,2195456,171,27582691
0.8050,disk8,5212120803328,5258494,54187892779492
0.8050,disk8w,334700544,43690,2181788328
0.8050,disk6,8429699209216,13818241,127889429583770
0.8050,disk6w,380928,53,8067940
0.8050,ram,65852456960,5235933184,283113
0.8050,cpu,15781167,22569372,541877724
0.8050,gpu,0,0,0
1.0050,disk0,932878310510592,2102080143,12874906941869142
1.0050,disk0w,2189653643264,19773131,1285399615962
1.0050,disk4,4729358190592,9551700,61340116910235
1.0050,disk4w,2195456,171,27582691
1.0050,disk8,5212120803328,5258494,54187892779492
1.0050,disk8w,334700544,43690,2181788328
1.0050,disk6,8429699209216,13818241,127889429583770
1.0050,disk6w,380928,53,8067940
1.0050,ram,65893367808,5229150208,283113
